protein,best_ident,best_covbest_e_value,hit_id,hid_def
g10513.t1,,,,,
g10514.t1,,,,,
g11320.t1,0.115483,0.2765957446808511,0.10085836909871244,sp|A8WVU7.1|,RecName: Full=Chondroitin proteoglycan 1; AltName: Full=Cell junction protein 1; AltName: Full=Cytokinesis protein cej-1; Flags: Precursor [Caenorhabditis briggsae]
g11320.t1,0.299024,0.2765957446808511,0.10085836909871244,sp|Q17802.1|,RecName: Full=Chondroitin proteoglycan 1; AltName: Full=Cell junction protein 1; AltName: Full=Cytokinesis protein cej-1; Flags: Precursor [Caenorhabditis elegans]
g11320.t1,1.03807,0.36923076923076925,0.13948497854077252,sp|Q5Y4U3.1|,RecName: Full=U9-agatoxin-Ao1a; Short=U9-AGTX-Ao1a; AltName: Full=AgorTX_B7a; Flags: Precursor [Agelena orientalis]
g11513.t1,6.48279e-83,0.28606658446362515,0.737943585077343,sp|Q32PH0.1|,RecName: Full=Trafficking protein particle complex subunit 9; AltName: Full=NIK- and IKBKB-binding protein [Bos taurus]
g11513.t1,3.50447e-81,0.2703862660944206,0.8480436760691538,sp|Q96Q05.2|,RecName: Full=Trafficking protein particle complex subunit 9; AltName: Full=NIK- and IKBKB-binding protein; AltName: Full=Tularik gene 1 protein [Homo sapiens]
g11513.t1,4.44158e-80,0.2641711229946524,0.8507734303912647,sp|Q3U0M1.2|,RecName: Full=Trafficking protein particle complex subunit 9; AltName: Full=NIK- and IKBKB-binding protein [Mus musculus]
g11513.t1,2.86536e-77,0.29077117572692796,0.7197452229299363,sp|Q6PA97.1|,RecName: Full=Trafficking protein particle complex subunit 9; AltName: Full=NIK- and IKBKB-binding protein homolog [Xenopus laevis]
g11513.t1,5.35781e-51,0.2991967871485944,0.4531392174704277,sp|Q9VIL0.2|,RecName: Full=Protein brunelleschi; AltName: Full=NIK- and IKBKB-binding protein [Drosophila melanogaster]
g11513.t1,2.58577e-19,0.2360655737704918,0.5550500454959054,sp|Q0JBY9.1|,RecName: Full=Trafficking protein particle complex II-specific subunit 120 homolog; Short=TRAPP II-specific subunit 120 homolog [Oryza sativa Japonica Group]
g11513.t1,3.04306e-14,0.22439024390243903,0.5595996360327571,sp|Q9FY61.1|,RecName: Full=Trafficking protein particle complex II-specific subunit 120 homolog; Short=AtTRS120; Short=TRAPP II-specific subunit 120 homolog; AltName: Full=Protein VASCULAR NETWORK DEFECTIVE 4 [Arabidopsis thaliana]
